Severity,Start_Time,Year,Month,Weekday,Hour,State,City,Weather_Condition,Temperature_F,Humidity_pct,Visibility_mi,Wind_Speed_mph,Precipitation_in,Sunrise_Sunset,Distance_mi
2,2016-04-13 09:07:05,2016,4,Wednesday,9,CA,Acton,Clear,63.0,52.0,10.0,8.1,,Day,0.45
2,2016-04-13 09:13:56,2016,4,Wednesday,9,CA,Los Angeles,Overcast,62.1,70.0,10.0,,,Day,0.168
3,2016-04-13 12:39:28,2016,4,Wednesday,12,CA,French Camp,Clear,68.0,47.0,10.0,,,Day,0.01
3,2016-04-13 15:08:00,2016,4,Wednesday,15,CA,Sacramento,Clear,68.0,37.0,9.0,,,Day,0.01
2,2016-04-13 16:34:57,2016,4,Wednesday,16,CA,Sacramento,Clear,68.0,40.0,9.0,6.9,,Day,1.023
2,2016-04-13 16:47:08,2016,4,Wednesday,16,CA,Los Angeles,Clear,66.9,63.0,10.0,4.6,,Day,0.326
2,2016-04-13 17:19:34,2016,4,Wednesday,17,CA,Los Angeles,Clear,64.9,68.0,10.0,8.1,,Day,0.01
2,2016-04-13 18:51:09,2016,4,Wednesday,18,CA,Saint Helena,Scattered Clouds,57.0,59.0,10.0,5.8,,Day,0.0
3,2016-04-13 21:22:47,2016,4,Wednesday,21,CA,Livermore,Clear,53.1,64.0,10.0,8.1,,Night,0.01
2,2016-04-14 07:34:51,2016,4,Thursday,7,NY,Brooklyn,Clear,44.6,81.0,5.0,12.7,,Day,0.157
3,2016-04-14 09:04:23,2016,4,Thursday,9,CA,Riverside,Haze,57.0,81.0,4.0,,,Day,0.01
2,2016-04-14 09:09:51,2016,4,Thursday,9,OH,Columbus,Clear,43.0,60.0,10.0,5.8,,Day,1.25
2,2016-04-14 10:11:18,2016,4,Thursday,10,CA,Pacifica,Mostly Cloudy,57.9,62.0,10.0,12.7,,Day,0.0
3,2016-04-14 10:17:09,2016,4,Thursday,10,CA,South Gate,Partly Cloudy,66.0,65.0,7.0,,,Day,0.01
2,2016-04-14 11:37:14,2016,4,Thursday,11,CA,Santa Rosa,Light Rain,59.0,67.0,10.0,,0.0,Day,0.01
2,2016-04-14 12:19:05,2016,4,Thursday,12,CA,Santa Ana,Scattered Clouds,66.9,61.0,10.0,11.5,,Day,0.01
4,2016-04-14 12:41:55,2016,4,Thursday,12,OH,Tiffin,Clear,55.0,31.0,10.0,13.8,,Day,0.918
3,2016-04-14 19:14:50,2016,4,Thursday,19,CA,Culver City,Clear,64.9,61.0,10.0,3.5,,Day,0.01
2,2016-04-17 06:20:04,2016,4,Sunday,6,CA,Mountain View,Clear,53.1,66.0,10.0,,,Night,0.01
2,2016-04-17 09:23:20,2016,4,Sunday,9,CA,Suisun City,Clear,59.0,72.0,10.0,6.9,,Day,0.01
2,2016-04-17 10:19:34,2016,4,Sunday,10,CA,Los Angeles,Clear,84.0,14.0,10.0,,,Day,0.01
3,2016-04-17 11:36:00,2016,4,Sunday,11,NY,New York,Clear,64.0,23.0,10.0,3.5,,Day,0.0069999999999999
2,2016-04-17 15:17:02,2016,4,Sunday,15,CA,North Hills,Clear,89.1,7.0,10.0,18.4,,Day,0.008
2,2016-04-17 19:19:19,2016,4,Sunday,19,CA,Huntington Park,Clear,73.9,20.0,10.0,3.5,,Day,0.0
2,2016-04-17 22:37:37,2016,4,Sunday,22,CA,Campo,,46.9,46.0,,8.1,,Night,0.01
2,2016-04-18 06:17:07,2016,4,Monday,6,OH,Dayton,Clear,47.3,95.0,10.0,,,Night,0.01
2,2016-04-18 07:24:49,2016,4,Monday,7,CA,Sylmar,Clear,75.2,18.0,10.0,,,Day,0.0
2,2016-04-18 08:09:44,2016,4,Monday,8,CA,Azusa,Clear,64.4,34.0,10.0,,,Day,0.403
2,2016-04-18 08:20:51,2016,4,Monday,8,CA,Colton,Clear,71.6,19.0,10.0,,,Day,0.01
2,2016-04-18 10:39:08,2016,4,Monday,10,CA,Long Beach,Clear,82.0,16.0,10.0,3.5,,Day,0.195
3,2016-04-18 11:30:07,2016,4,Monday,11,NY,Elmsford,Clear,73.9,19.0,10.0,3.5,,Day,0.144
3,2016-04-18 16:01:48,2016,4,Monday,16,CA,Santa Fe Springs,Clear,88.0,9.0,10.0,12.7,,Day,0.01
2,2016-04-18 18:05:03,2016,4,Monday,18,CA,Pioneer,Clear,75.2,24.0,10.0,3.5,,Day,0.01
3,2016-04-18 18:07:38,2016,4,Monday,18,CA,Carlsbad,Clear,79.0,18.0,10.0,4.6,,Day,0.01
2,2016-04-18 19:14:44,2016,4,Monday,19,CA,Oxnard,Clear,68.0,56.0,10.0,6.9,,Day,0.0
2,2016-04-18 19:20:30,2016,4,Monday,19,CA,Cerritos,Clear,82.9,13.0,10.0,5.8,,Day,0.01
3,2016-04-18 19:33:31,2016,4,Monday,19,CA,Long Beach,Clear,73.9,29.0,10.0,6.9,,Night,0.01
2,2016-04-18 20:04:23,2016,4,Monday,20,CA,San Jose,Mostly Cloudy,73.4,29.0,10.0,9.2,,Night,0.01
2,2016-04-18 20:59:48,2016,4,Monday,20,CA,Calabasas,Clear,75.9,18.0,10.0,3.5,,Night,0.6829999999999999
3,2016-04-18 21:39:29,2016,4,Monday,21,CA,Gardena,Clear,69.1,44.0,10.0,,,Night,0.01
2,2016-04-18 21:55:46,2016,4,Monday,21,CA,Sonoma,Clear,55.4,72.0,10.0,,,Night,0.01
2,2016-04-19 00:43:21,2016,4,Tuesday,0,CA,San Jose,Clear,63.0,58.0,10.0,3.5,,Night,0.01
2,2016-04-19 07:49:13,2016,4,Tuesday,7,OH,Grove City,Clear,53.6,72.0,10.0,3.5,,Day,3.939
2,2016-04-19 09:59:45,2016,4,Tuesday,9,NE,Omaha,Overcast,49.6,83.0,10.0,3.5,,Day,0.0
3,2016-04-19 10:42:42,2016,4,Tuesday,10,CA,Mission Hills,Clear,80.6,17.0,10.0,4.6,,Day,0.01
3,2016-04-19 11:25:13,2016,4,Tuesday,11,CA,Norwalk,Clear,87.1,17.0,10.0,6.9,,Day,0.01
3,2016-04-19 11:43:27,2016,4,Tuesday,11,CA,Hercules,Clear,79.0,22.0,10.0,5.8,,Day,0.01
4,2016-04-19 12:02:07,2016,4,Tuesday,12,IN,Mccordsville,Clear,73.4,41.0,10.0,,,Day,0.5539999999999999
3,2016-04-19 12:37:10,2016,4,Tuesday,12,CA,Cupertino,Clear,78.1,29.0,10.0,8.1,,Day,0.01
2,2016-04-19 12:49:02,2016,4,Tuesday,12,NE,Elkhorn,Overcast,57.7,67.0,10.0,,,Day,0.01
2,2016-04-19 12:49:14,2016,4,Tuesday,12,OH,Columbus,Clear,69.8,53.0,10.0,6.9,,Day,0.203
2,2016-04-19 12:59:02,2016,4,Tuesday,12,CA,Los Gatos,Mostly Cloudy,81.0,12.0,10.0,4.6,,Day,0.087
2,2016-04-19 13:16:56,2016,4,Tuesday,13,CA,El Cajon,Clear,91.4,12.0,10.0,10.4,,Day,0.344
2,2016-04-19 16:38:16,2016,4,Tuesday,16,CA,Westlake Village,Clear,81.0,22.0,10.0,9.2,,Day,0.01
2,2016-04-19 18:11:05,2016,4,Tuesday,18,CA,Walnut,Clear,84.2,10.0,10.0,11.5,,Day,0.01
2,2016-04-19 19:08:52,2016,4,Tuesday,19,CA,North Hollywood,Clear,82.9,9.0,10.0,5.8,,Day,0.01
2,2016-04-20 03:19:09,2016,4,Wednesday,3,CA,Half Moon Bay,Clear,46.4,66.0,10.0,,,Night,0.01
3,2016-04-20 07:18:33,2016,4,Wednesday,7,CA,Ontario,Partly Cloudy,60.1,33.0,10.0,,,Day,0.01
2,2016-04-20 08:21:10,2016,4,Wednesday,8,CA,Oakland,Partly Cloudy,57.9,62.0,10.0,6.9,,Day,0.246
2,2016-04-20 08:39:14,2016,4,Wednesday,8,NE,Omaha,Heavy Rain,52.5,100.0,1.5,16.1,0.5,Day,1.789
2,2016-04-20 11:20:56,2016,4,Wednesday,11,NE,Omaha,Light Rain,52.0,93.0,2.0,17.3,0.04,Day,0.769
2,2016-04-20 12:10:18,2016,4,Wednesday,12,OH,Toledo,Scattered Clouds,58.3,46.0,10.0,12.7,,Day,0.403
3,2016-04-20 18:53:14,2016,4,Wednesday,18,CA,North Highlands,Clear,75.2,21.0,10.0,9.2,,Day,0.01
2,2016-04-20 18:55:11,2016,4,Wednesday,18,CA,Berkeley,Mostly Cloudy,64.9,70.0,10.0,10.4,,Day,0.43
3,2016-04-20 22:15:42,2016,4,Wednesday,22,CA,San Francisco,Scattered Clouds,62.1,72.0,10.0,9.2,,Night,0.01
2,2016-04-21 10:20:20,2016,4,Thursday,10,CA,Los Angeles,Clear,69.1,54.0,10.0,4.6,,Day,0.13
3,2016-04-21 11:55:02,2016,4,Thursday,11,CA,Los Angeles,Clear,77.0,28.0,10.0,,,Day,0.01
2,2016-04-21 14:47:37,2016,4,Thursday,14,CA,Saint Helena,Mostly Cloudy,63.0,75.0,10.0,8.1,,Day,0.01
2,2016-04-21 15:20:46,2016,4,Thursday,15,CA,Glendora,Clear,82.4,21.0,10.0,11.5,,Day,0.614
2,2016-04-21 17:43:47,2016,4,Thursday,17,CA,Culver City,Clear,68.0,61.0,10.0,11.5,,Day,0.209
2,2016-04-21 19:58:27,2016,4,Thursday,19,CA,Marina Del Rey,Partly Cloudy,63.0,75.0,10.0,16.1,,Night,0.01
2,2016-04-21 20:12:44,2016,4,Thursday,20,CA,La Puente,Clear,68.0,49.0,10.0,8.1,,Night,0.222
3,2016-04-21 20:35:36,2016,4,Thursday,20,CA,Berkeley,Mostly Cloudy,63.0,67.0,10.0,13.8,,Night,0.01
3,2016-04-21 23:04:29,2016,4,Thursday,23,CA,Fremont,Overcast,63.0,60.0,10.0,4.6,,Night,0.01
3,2016-04-22 02:25:20,2016,4,Friday,2,CA,Oakland,Mostly Cloudy,63.0,70.0,10.0,20.7,,Night,0.01
2,2016-04-22 08:29:06,2016,4,Friday,8,CA,Diamond Bar,Clear,62.6,63.0,10.0,5.8,,Day,0.117
2,2016-04-22 09:03:39,2016,4,Friday,9,CA,Fallbrook,Mostly Cloudy,61.0,81.0,7.0,5.8,,Day,0.01
4,2016-04-22 09:13:26,2016,4,Friday,9,PA,Finleyville,Overcast,57.0,89.0,3.0,8.1,,Day,2.009
2,2016-04-22 10:27:43,2016,4,Friday,10,NY,Woodside,Mostly Cloudy,73.0,57.0,10.0,5.8,,Day,0.0
2,2016-04-22 11:49:45,2016,4,Friday,11,CA,San Ramon,Mostly Cloudy,57.9,81.0,10.0,6.9,0.1,Day,0.622
3,2016-04-22 11:55:39,2016,4,Friday,11,CA,Newark,Overcast,59.0,77.0,,13.8,,Day,0.01
2,2016-04-22 12:46:50,2016,4,Friday,12,CA,Hollister,Mostly Cloudy,62.6,82.0,10.0,27.6,0.01,Day,0.5539999999999999
2,2016-04-22 14:51:02,2016,4,Friday,14,NY,Jamaica,Mostly Cloudy,71.1,57.0,10.0,9.2,,Day,0.156
3,2016-04-22 18:57:41,2016,4,Friday,18,NY,New York,Mostly Cloudy,75.9,43.0,10.0,4.6,,Day,0.055
2,2016-04-22 19:03:06,2016,4,Friday,19,CA,San Dimas,Clear,68.0,46.0,10.0,11.5,,Day,0.01
3,2016-04-22 19:37:19,2016,4,Friday,19,CA,Carlsbad,Scattered Clouds,62.6,77.0,10.0,6.9,,Night,0.01
2,2016-04-22 22:24:48,2016,4,Friday,22,CA,Los Gatos,Mostly Cloudy,55.9,72.0,10.0,5.8,,Night,0.01
2,2016-04-24 23:51:20,2016,4,Sunday,23,CA,Rowland Heights,Overcast,60.1,67.0,10.0,9.2,,Night,0.01
2,2016-04-25 03:45:43,2016,4,Monday,3,CA,Marina Del Rey,Scattered Clouds,57.9,72.0,9.0,3.5,,Night,0.01
4,2016-04-25 06:03:40,2016,4,Monday,6,OH,Hanoverton,Mostly Cloudy,45.0,58.0,10.0,5.8,,Night,1.11
2,2016-04-25 07:21:07,2016,4,Monday,7,IA,Council Bluffs,Clear,53.6,77.0,10.0,12.7,,Day,0.01
2,2016-04-25 08:55:03,2016,4,Monday,8,OH,Cleveland,Clear,59.0,39.0,10.0,11.5,,Day,0.029
2,2016-04-25 09:03:24,2016,4,Monday,9,NE,Omaha,Clear,56.3,70.0,10.0,10.4,,Day,0.0
2,2016-04-25 14:31:04,2016,4,Monday,14,CA,Ramona,Scattered Clouds,62.1,41.0,10.0,15.0,,Day,0.01
2,2016-04-25 15:43:47,2016,4,Monday,15,NJ,Mullica Hill,Mostly Cloudy,75.0,36.0,10.0,3.5,,Day,0.42
2,2016-04-25 16:04:44,2016,4,Monday,16,CA,Escondido,Partly Cloudy,60.1,46.0,10.0,15.0,,Day,0.001
2,2016-04-25 16:08:23,2016,4,Monday,16,CA,Salinas,Clear,63.0,45.0,10.0,19.6,,Day,0.042
2,2016-04-25 17:13:42,2016,4,Monday,17,NE,Papillion,Clear,71.2,48.0,10.0,6.9,,Day,0.0
2,2016-04-25 17:18:11,2016,4,Monday,17,CA,Moreno Valley,Clear,63.9,29.0,10.0,11.5,,Day,0.01
2,2016-04-25 19:08:19,2016,4,Monday,19,CA,Los Angeles,Scattered Clouds,63.0,33.0,10.0,9.2,,Day,0.01
3,2016-04-25 19:14:50,2016,4,Monday,19,CA,Los Angeles,Mostly Cloudy,64.0,27.0,10.0,6.9,,Day,0.01
3,2016-04-25 20:16:04,2016,4,Monday,20,CA,Pasadena,,,,,,,Night,0.01
3,2016-04-26 02:48:59,2016,4,Tuesday,2,CA,El Monte,,53.6,58.0,,5.8,,Night,0.01
4,2016-04-26 04:17:07,2016,4,Tuesday,4,PA,Lake Harmony,Rain,48.0,93.0,2.5,,0.03,Night,2.805
3,2016-04-26 06:41:49,2016,4,Tuesday,6,NE,Omaha,Overcast,53.8,78.0,10.0,10.4,,Day,0.01
2,2016-04-26 07:32:43,2016,4,Tuesday,7,CA,Los Angeles,Clear,57.0,57.0,10.0,5.8,,Day,0.373
2,2016-04-26 11:07:37,2016,4,Tuesday,11,NE,Omaha,Clear,59.7,69.0,10.0,3.5,,Day,0.01
2,2016-04-26 13:21:47,2016,4,Tuesday,13,CA,Belmont,Mostly Cloudy,62.6,52.0,10.0,13.8,,Day,0.9
3,2016-04-26 13:34:25,2016,4,Tuesday,13,CA,Downey,Clear,68.0,50.0,10.0,3.5,,Day,0.01
2,2016-04-26 14:28:50,2016,4,Tuesday,14,CA,Thousand Oaks,Clear,68.0,43.0,10.0,12.7,,Day,0.01
2,2016-04-26 14:55:39,2016,4,Tuesday,14,CA,Encino,Clear,71.1,39.0,10.0,12.7,,Day,0.01
3,2016-04-26 16:07:02,2016,4,Tuesday,16,CA,Fountain Valley,Mostly Cloudy,66.9,45.0,10.0,11.5,,Day,0.01
2,2016-04-26 17:03:09,2016,4,Tuesday,17,CA,Antioch,Clear,70.0,35.0,10.0,12.7,,Day,0.01
4,2016-04-26 17:18:49,2016,4,Tuesday,17,OH,Dayton,Light Thunderstorms and Rain,75.2,65.0,10.0,4.6,,Day,1.291
2,2016-04-26 19:00:36,2016,4,Tuesday,19,CA,Compton,Clear,64.9,39.0,10.0,10.4,,Day,0.0
2,2016-04-26 20:21:42,2016,4,Tuesday,20,CA,Riverside,Clear,63.0,41.0,10.0,6.9,,Night,0.01
2,2016-04-27 09:00:06,2016,4,Wednesday,9,CA,San Jose,Overcast,57.0,69.0,10.0,6.9,,Day,0.01
2,2016-04-27 10:41:13,2016,4,Wednesday,10,CA,Oakland,Light Rain,55.0,89.0,2.0,,,Day,0.444
3,2016-04-27 12:08:40,2016,4,Wednesday,12,CA,Ontario,Partly Cloudy,66.9,37.0,10.0,6.9,,Day,0.01
3,2016-04-27 17:02:48,2016,4,Wednesday,17,CA,Sun Valley,Clear,66.0,47.0,10.0,12.7,,Day,0.01
2,2016-04-27 17:27:52,2016,4,Wednesday,17,NE,Omaha,Overcast,54.5,89.0,10.0,3.5,0.01,Day,0.01
3,2016-04-27 18:14:50,2016,4,Wednesday,18,NE,Omaha,Light Rain,54.0,93.0,3.0,8.1,0.01,Day,0.01
3,2016-04-27 18:16:32,2016,4,Wednesday,18,CA,Hercules,Mostly Cloudy,66.9,37.0,10.0,11.5,,Day,0.01
2,2016-04-27 18:42:46,2016,4,Wednesday,18,CT,Cromwell,Clear,61.0,32.0,10.0,9.2,,Day,1.499
2,2016-04-28 08:48:23,2016,4,Thursday,8,CA,Campbell,Partly Cloudy,57.0,69.0,10.0,4.6,,Day,0.401
2,2016-04-28 12:05:11,2016,4,Thursday,12,CA,Camino,Clear,62.6,52.0,10.0,9.2,,Day,0.0
4,2016-04-28 13:50:14,2016,4,Thursday,13,CA,West Hollywood,Clear,64.9,43.0,10.0,10.4,,Day,0.111
2,2016-04-28 16:12:15,2016,4,Thursday,16,CA,Encino,Clear,70.0,33.0,10.0,12.7,,Day,0.01
2,2016-04-28 19:22:37,2016,4,Thursday,19,CA,Watsonville,Clear,60.1,72.0,10.0,8.1,,Day,0.0
2,2016-04-28 22:54:44,2016,4,Thursday,22,CA,Escondido,Overcast,52.0,80.0,10.0,,,Night,0.01
4,2016-04-29 03:07:08,2016,4,Friday,3,CA,Whittier,Overcast,57.0,74.0,10.0,6.9,,Night,0.008
2,2016-04-29 05:04:28,2016,4,Friday,5,CA,Riverside,Clear,51.1,80.0,10.0,,,Night,0.01
2,2016-04-29 06:53:32,2016,4,Friday,6,CA,Colton,Overcast,53.6,77.0,7.0,,,Day,0.607
2,2016-04-29 08:15:21,2016,4,Friday,8,OH,Dayton,Overcast,48.0,100.0,0.8,6.9,,Day,0.01
2,2016-04-29 12:21:56,2016,4,Friday,12,CA,Corona,Clear,68.0,49.0,10.0,6.9,,Day,0.01
2,2016-04-29 14:09:34,2016,4,Friday,14,NY,Monticello,Overcast,51.8,44.0,10.0,8.1,,Day,3.925
2,2016-04-29 14:27:08,2016,4,Friday,14,OH,Dayton,Overcast,59.0,77.0,10.0,9.2,,Day,0.01
3,2016-04-29 18:03:51,2016,4,Friday,18,CA,Los Angeles,Clear,63.0,65.0,10.0,4.6,,Day,0.01
3,2016-04-29 18:07:58,2016,4,Friday,18,CA,Baldwin Park,Clear,66.2,56.0,10.0,10.4,,Day,0.01
2,2016-04-29 23:57:01,2016,4,Friday,23,CA,Van Nuys,Clear,55.9,75.0,10.0,4.6,,Night,0.346
2,2016-04-30 01:55:24,2016,4,Saturday,1,CA,Los Angeles,Overcast,55.9,80.0,10.0,,,Night,0.01
3,2016-04-30 18:53:50,2016,4,Saturday,18,CA,Tracy,Clear,77.0,26.0,10.0,11.5,,Day,1.023
2,2016-05-01 05:04:45,2016,5,Sunday,5,PA,Woodlyn,Light Rain,50.0,68.0,10.0,3.5,0.0,Night,1.5319999999999998
3,2016-05-01 13:11:32,2016,5,Sunday,13,OH,Berlin Heights,Overcast,59.0,81.0,10.0,10.4,,Day,4.049
3,2016-05-02 10:43:22,2016,5,Monday,10,CA,Encinitas,Clear,66.0,68.0,9.0,6.9,,Day,0.01
3,2016-05-02 11:16:56,2016,5,Monday,11,CA,Los Angeles,Clear,70.0,57.0,9.0,,,Day,0.609
2,2016-05-02 14:16:57,2016,5,Monday,14,NY,Afton,Overcast,51.1,89.0,10.0,9.2,,Day,0.0
2,2016-05-02 16:49:43,2016,5,Monday,16,CA,Antioch,Clear,75.9,42.0,10.0,13.8,,Day,0.01
2,2016-05-02 21:37:07,2016,5,Monday,21,CA,Lafayette,Clear,62.1,65.0,10.0,5.8,,Night,0.01
3,2016-05-02 22:46:59,2016,5,Monday,22,NJ,Fort Lee,Clear,54.0,83.0,10.0,,,Night,0.051
2,2016-05-03 06:25:27,2016,5,Tuesday,6,NJ,Bayonne,Light Rain,54.0,97.0,6.0,5.8,0.07,Day,0.957
2,2016-05-03 06:52:23,2016,5,Tuesday,6,CT,Fairfield,Rain,52.0,93.0,2.5,6.9,0.16,Day,1.181
2,2016-05-03 07:35:46,2016,5,Tuesday,7,RI,Providence,,46.4,93.0,3.0,5.8,,Day,0.174
2,2016-05-03 09:16:32,2016,5,Tuesday,9,CA,Martinez,Partly Cloudy,60.1,69.0,10.0,3.5,,Day,0.037
2,2016-05-03 12:58:50,2016,5,Tuesday,12,CA,Rio Linda,Clear,78.8,32.0,9.0,5.8,,Day,0.058
2,2016-05-03 17:34:12,2016,5,Tuesday,17,CA,Mountain View,Clear,66.0,56.0,10.0,11.5,,Day,0.01
2,2016-05-03 17:40:29,2016,5,Tuesday,17,CA,Concord,Mostly Cloudy,75.9,38.0,10.0,10.4,,Day,0.541
2,2016-05-03 19:16:12,2016,5,Tuesday,19,CA,Sacramento,Clear,81.0,34.0,10.0,,,Day,0.01
4,2016-05-04 00:41:02,2016,5,Wednesday,0,NJ,Glassboro,Overcast,52.0,83.0,10.0,10.4,,Night,0.096
2,2016-05-04 07:15:49,2016,5,Wednesday,7,NJ,Trenton,Overcast,48.9,90.0,10.0,10.4,0.0,Day,0.398
3,2016-05-04 09:07:18,2016,5,Wednesday,9,OH,Cincinnati,Scattered Clouds,54.0,86.0,10.0,8.1,,Day,0.24
3,2016-05-04 10:57:38,2016,5,Wednesday,10,CA,Carson,Overcast,62.6,77.0,7.0,6.9,,Day,0.01
3,2016-05-04 11:03:41,2016,5,Wednesday,11,CA,Lynwood,Overcast,60.1,80.0,8.0,3.5,,Day,0.01
2,2016-05-04 12:05:21,2016,5,Wednesday,12,NY,Rego Park,Light Rain,50.0,93.0,8.0,16.1,0.0,Day,0.183
2,2016-05-04 13:33:45,2016,5,Wednesday,13,CA,Valley Center,Clear,75.9,46.0,10.0,9.2,,Day,0.0
2,2016-05-04 15:10:18,2016,5,Wednesday,15,NJ,Elizabeth,Light Drizzle,50.0,86.0,9.0,15.0,0.0,Day,0.275
2,2016-05-04 15:14:33,2016,5,Wednesday,15,NJ,Irvington,Light Drizzle,50.0,86.0,9.0,15.0,0.0,Day,0.019
2,2016-05-04 15:28:32,2016,5,Wednesday,15,CA,Acampo,Clear,79.0,38.0,10.0,11.5,,Day,0.01
3,2016-05-04 17:20:27,2016,5,Wednesday,17,CA,Fremont,Clear,66.9,59.0,10.0,11.5,,Day,0.01
2,2016-05-04 18:25:52,2016,5,Wednesday,18,CA,Glendale,Clear,61.0,70.0,10.0,12.7,,Day,0.01
2,2016-05-04 19:16:56,2016,5,Wednesday,19,NY,Bronx,Light Drizzle,51.1,92.0,10.0,8.1,0.0,Day,0.465
2,2016-05-04 20:51:34,2016,5,Wednesday,20,CA,Morgan Hill,Overcast,55.4,100.0,10.0,6.9,,Night,0.01
2,2016-05-05 01:36:47,2016,5,Thursday,1,IN,Scottsburg,Overcast,48.0,68.0,10.0,8.1,,Night,0.415
2,2016-05-05 07:49:42,2016,5,Thursday,7,CA,Oakland,Overcast,61.0,70.0,10.0,10.4,,Day,0.01
3,2016-05-05 13:18:03,2016,5,Thursday,13,CA,Los Angeles,Overcast,66.0,54.0,10.0,,,Day,0.01
2,2016-05-05 14:17:04,2016,5,Thursday,14,CA,Pomona,Mostly Cloudy,60.8,63.0,10.0,10.4,,Day,0.402
2,2016-05-05 14:28:12,2016,5,Thursday,14,NE,Omaha,Clear,74.5,28.0,10.0,3.5,,Day,0.0
3,2016-05-05 16:36:47,2016,5,Thursday,16,NY,Oakland Gardens,Overcast,57.0,67.0,10.0,16.1,,Day,0.098
2,2016-05-05 16:49:27,2016,5,Thursday,16,NE,Omaha,Clear,76.8,24.0,10.0,,,Day,0.0
2,2016-05-05 17:58:24,2016,5,Thursday,17,CA,Sacramento,Overcast,63.0,67.0,10.0,4.6,0.0,Day,0.01
3,2016-05-05 18:16:23,2016,5,Thursday,18,CA,Ontario,Mostly Cloudy,63.0,50.0,10.0,12.7,,Day,0.01
2,2016-05-05 18:41:49,2016,5,Thursday,18,CA,Temecula,Mostly Cloudy,59.0,63.0,10.0,8.1,,Day,0.01
3,2016-05-05 19:03:08,2016,5,Thursday,19,CA,San Diego,Mostly Cloudy,64.4,49.0,10.0,6.9,,Day,0.01
3,2016-05-05 19:23:17,2016,5,Thursday,19,CA,Sacramento,Scattered Clouds,59.0,82.0,9.0,3.5,,Day,0.01
2,2016-05-05 20:05:53,2016,5,Thursday,20,CA,South San Francisco,Mostly Cloudy,60.1,86.0,10.0,12.7,,Night,0.01
2,2016-05-05 20:18:51,2016,5,Thursday,20,CA,Sacramento,Mostly Cloudy,59.0,88.0,10.0,3.5,,Night,0.01
2,2016-05-05 22:50:33,2016,5,Thursday,22,OH,Columbus,Mostly Cloudy,53.1,66.0,10.0,6.9,,Night,1.279
4,2016-05-09 02:17:34,2016,5,Monday,2,PA,Nazareth,Clear,43.0,71.0,10.0,4.6,,Night,0.555
2,2016-05-09 05:11:42,2016,5,Monday,5,NY,Elmhurst,Mostly Cloudy,54.0,43.0,10.0,8.1,,Night,0.188
3,2016-05-09 06:17:02,2016,5,Monday,6,CA,Millbrae,Overcast,53.1,96.0,10.0,9.2,,Day,0.49
2,2016-05-09 09:26:58,2016,5,Monday,9,CA,Morgan Hill,Overcast,55.4,88.0,10.0,8.1,,Day,0.642
2,2016-05-09 18:37:08,2016,5,Monday,18,CA,San Leandro,Clear,59.0,72.0,10.0,15.0,,Day,0.0
2,2016-05-09 21:06:30,2016,5,Monday,21,CA,Cupertino,Clear,57.0,83.0,10.0,9.2,,Night,0.01
2,2016-05-09 21:57:50,2016,5,Monday,21,CA,Concord,Clear,59.0,72.0,10.0,6.9,,Night,0.01
2,2016-05-10 08:20:09,2016,5,Tuesday,8,PA,Lancaster,Light Rain,48.9,71.0,10.0,4.6,0.0,Day,0.215
2,2016-05-10 12:21:48,2016,5,Tuesday,12,NY,Queens Village,Mostly Cloudy,60.1,32.0,10.0,15.0,,Day,0.609
3,2016-05-10 13:00:16,2016,5,Tuesday,13,CA,Alamo,Clear,75.9,46.0,10.0,8.1,,Day,0.01
2,2016-05-10 16:17:03,2016,5,Tuesday,16,NJ,Carteret,,,,,,,Day,0.101
2,2016-05-10 17:21:52,2016,5,Tuesday,17,CA,San Ramon,Clear,79.0,40.0,10.0,15.0,,Day,0.152
2,2016-05-10 18:43:43,2016,5,Tuesday,18,CA,Alamo,Clear,73.0,51.0,10.0,9.2,,Day,0.01
3,2016-05-10 19:56:50,2016,5,Tuesday,19,CA,Sacramento,Clear,73.9,57.0,10.0,6.9,,Day,0.01
3,2016-05-10 20:21:06,2016,5,Tuesday,20,CA,Westminster,Overcast,62.6,77.0,10.0,6.9,,Night,0.01
4,2016-05-11 00:21:07,2016,5,Wednesday,0,CA,Bakersfield,Clear,71.1,55.0,10.0,3.5,,Night,0.002
2,2016-05-11 07:54:18,2016,5,Wednesday,7,NE,Omaha,Heavy Rain,54.0,92.0,5.0,10.4,0.38,Day,0.01
4,2016-05-11 08:36:56,2016,5,Wednesday,8,OH,West Salem,Overcast,59.0,93.0,5.0,6.9,,Day,0.209
3,2016-05-11 10:13:59,2016,5,Wednesday,10,NY,Oakland Gardens,Mostly Cloudy,63.0,45.0,10.0,4.6,,Day,0.358
3,2016-05-11 11:33:55,2016,5,Wednesday,11,CA,Baldwin Park,Partly Cloudy,66.2,64.0,7.0,,,Day,0.01
2,2016-05-11 12:24:02,2016,5,Wednesday,12,CA,Los Angeles,Clear,72.0,57.0,9.0,,,Day,0.114
2,2016-05-11 12:58:09,2016,5,Wednesday,12,CA,Sherman Oaks,Clear,72.0,53.0,10.0,,,Day,0.195
2,2016-05-11 16:20:06,2016,5,Wednesday,16,CA,Torrance,Mostly Cloudy,68.0,73.0,10.0,11.5,,Day,0.01
2,2016-05-11 16:24:18,2016,5,Wednesday,16,CA,Orange,Partly Cloudy,66.9,66.0,10.0,9.2,,Day,0.207
3,2016-05-11 23:14:24,2016,5,Wednesday,23,CA,Inglewood,Overcast,60.1,83.0,10.0,6.9,,Night,0.01
